day,category,launched,intercepted,not_confirmed_intercepted,source_records
2023-06-04 00:00:00+00:00,uav,5.0,3.0,2.0,1
2023-06-06 00:00:00+00:00,missile,35.0,35.0,0.0,1
2023-06-07 00:00:00+00:00,missile,2.0,2.0,0.0,2
2023-06-08 00:00:00+00:00,missile,12.0,8.0,4.0,3
2023-06-08 00:00:00+00:00,uav,16.0,10.0,6.0,1
2023-06-09 00:00:00+00:00,missile,20.0,14.0,6.0,2
2023-06-09 00:00:00+00:00,uav,35.0,20.0,15.0,1
2023-06-11 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-06-13 00:00:00+00:00,missile,14.0,10.0,4.0,1
2023-06-13 00:00:00+00:00,uav,4.0,1.0,3.0,1
2023-06-14 00:00:00+00:00,missile,10.0,3.0,7.0,2
2023-06-14 00:00:00+00:00,uav,10.0,9.0,1.0,1
2023-06-15 00:00:00+00:00,missile,9.0,6.0,3.0,5
2023-06-15 00:00:00+00:00,uav,21.0,21.0,0.0,2
2023-06-16 00:00:00+00:00,missile,12.0,12.0,0.0,2
2023-06-16 00:00:00+00:00,uav,4.0,4.0,0.0,2
2023-06-17 00:00:00+00:00,missile,8.0,8.0,0.0,2
2023-06-17 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-06-19 00:00:00+00:00,missile,4.0,4.0,0.0,1
2023-06-19 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-06-20 00:00:00+00:00,uav,45.0,42.0,3.0,3
2023-06-22 00:00:00+00:00,missile,6.0,0.0,6.0,2
2023-06-22 00:00:00+00:00,uav,4.0,3.0,1.0,1
2023-06-23 00:00:00+00:00,missile,13.0,13.0,0.0,1
2023-06-23 00:00:00+00:00,uav,1.0,1.0,0.0,1
2023-06-24 00:00:00+00:00,missile,51.0,41.0,10.0,3
2023-06-24 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-06-26 00:00:00+00:00,missile,3.0,2.0,1.0,1
2023-06-26 00:00:00+00:00,uav,12.0,11.0,1.0,2
2023-06-28 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-06-30 00:00:00+00:00,missile,4.0,0.0,4.0,1
2023-06-30 00:00:00+00:00,uav,13.0,10.0,3.0,1
2023-07-02 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-07-02 00:00:00+00:00,uav,8.0,8.0,0.0,1
2023-07-03 00:00:00+00:00,uav,17.0,13.0,4.0,1
2023-07-05 00:00:00+00:00,missile,8.0,8.0,0.0,4
2023-07-06 00:00:00+00:00,missile,10.0,7.0,3.0,1
2023-07-07 00:00:00+00:00,uav,18.0,12.0,6.0,1
2023-07-08 00:00:00+00:00,uav,5.0,5.0,0.0,1
2023-07-10 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-07-10 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-07-11 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-07-11 00:00:00+00:00,uav,28.0,26.0,2.0,1
2023-07-12 00:00:00+00:00,uav,15.0,11.0,4.0,1
2023-07-13 00:00:00+00:00,missile,3.0,2.0,1.0,2
2023-07-13 00:00:00+00:00,uav,44.0,43.0,1.0,4
2023-07-14 00:00:00+00:00,missile,6.0,6.0,0.0,2
2023-07-15 00:00:00+00:00,uav,6.0,4.0,2.0,1
2023-07-17 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-07-17 00:00:00+00:00,uav,12.0,12.0,0.0,2
2023-07-18 00:00:00+00:00,missile,6.0,6.0,0.0,1
2023-07-18 00:00:00+00:00,uav,37.0,32.0,5.0,2
2023-07-19 00:00:00+00:00,missile,31.0,14.0,17.0,4
2023-07-19 00:00:00+00:00,uav,32.0,23.0,9.0,1
2023-07-20 00:00:00+00:00,missile,19.0,5.0,14.0,4
2023-07-20 00:00:00+00:00,uav,19.0,13.0,6.0,1
2023-07-21 00:00:00+00:00,uav,9.0,9.0,0.0,1
2023-07-22 00:00:00+00:00,uav,5.0,5.0,0.0,1
2023-07-23 00:00:00+00:00,missile,19.0,11.0,8.0,5
2023-07-24 00:00:00+00:00,uav,3.0,3.0,0.0,1
2023-07-26 00:00:00+00:00,missile,43.0,36.0,7.0,3
2023-07-27 00:00:00+00:00,missile,2.0,0.0,2.0,1
2023-07-27 00:00:00+00:00,uav,8.0,8.0,0.0,1
2023-07-29 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-07-30 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-08-02 00:00:00+00:00,uav,30.0,30.0,0.0,2
2023-08-03 00:00:00+00:00,uav,15.0,15.0,0.0,1
2023-08-05 00:00:00+00:00,missile,43.0,31.0,12.0,4
2023-08-05 00:00:00+00:00,uav,27.0,27.0,0.0,1
2023-08-10 00:00:00+00:00,uav,10.0,7.0,3.0,1
2023-08-11 00:00:00+00:00,missile,4.0,1.0,3.0,1
2023-08-12 00:00:00+00:00,uav,5.0,3.0,2.0,1
2023-08-14 00:00:00+00:00,missile,11.0,9.0,2.0,2
2023-08-14 00:00:00+00:00,uav,15.0,15.0,0.0,1
2023-08-15 00:00:00+00:00,missile,36.0,16.0,20.0,4
2023-08-15 00:00:00+00:00,uav,13.0,13.0,0.0,1
2023-08-16 00:00:00+00:00,uav,3.0,3.0,0.0,1
2023-08-18 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-08-18 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-08-19 00:00:00+00:00,uav,17.0,15.0,2.0,1
2023-08-23 00:00:00+00:00,uav,20.0,11.0,9.0,1
2023-08-24 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-08-25 00:00:00+00:00,missile,4.0,4.0,0.0,2
2023-08-25 00:00:00+00:00,uav,1.0,1.0,0.0,1
2023-08-26 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-08-27 00:00:00+00:00,missile,8.0,4.0,4.0,1
2023-08-27 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-08-28 00:00:00+00:00,missile,6.0,4.0,2.0,2
2023-08-30 00:00:00+00:00,missile,28.0,28.0,0.0,1
2023-08-30 00:00:00+00:00,uav,16.0,15.0,1.0,1
2023-09-01 00:00:00+00:00,missile,2.0,1.0,1.0,1
2023-09-03 00:00:00+00:00,uav,25.0,22.0,3.0,1
2023-09-04 00:00:00+00:00,uav,32.0,23.0,9.0,1
2023-09-06 00:00:00+00:00,missile,8.0,8.0,0.0,2
2023-09-06 00:00:00+00:00,uav,25.0,15.0,10.0,1
2023-09-07 00:00:00+00:00,uav,33.0,25.0,8.0,1
2023-09-08 00:00:00+00:00,uav,20.0,16.0,4.0,1
2023-09-10 00:00:00+00:00,uav,33.0,26.0,7.0,1
2023-09-11 00:00:00+00:00,uav,13.0,13.0,0.0,2
2023-09-13 00:00:00+00:00,uav,66.0,49.0,17.0,2
2023-09-15 00:00:00+00:00,uav,17.0,17.0,0.0,1
2023-09-17 00:00:00+00:00,missile,10.0,6.0,4.0,1
2023-09-17 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-09-18 00:00:00+00:00,missile,17.0,17.0,0.0,1
2023-09-18 00:00:00+00:00,uav,24.0,18.0,6.0,1
2023-09-19 00:00:00+00:00,missile,1.0,0.0,1.0,1
2023-09-19 00:00:00+00:00,uav,31.0,28.0,3.0,2
2023-09-20 00:00:00+00:00,uav,24.0,17.0,7.0,1
2023-09-21 00:00:00+00:00,missile,49.0,36.0,13.0,2
2023-09-23 00:00:00+00:00,missile,2.0,2.0,0.0,1
2023-09-23 00:00:00+00:00,uav,15.0,14.0,1.0,1
2023-09-24 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-09-24 00:00:00+00:00,uav,4.0,4.0,0.0,1
2023-09-25 00:00:00+00:00,missile,14.0,11.0,3.0,2
2023-09-25 00:00:00+00:00,uav,19.0,19.0,0.0,1
2023-09-26 00:00:00+00:00,uav,38.0,26.0,12.0,1
2023-09-27 00:00:00+00:00,missile,6.0,6.0,0.0,1
2023-09-28 00:00:00+00:00,uav,44.0,34.0,10.0,1
2023-09-30 00:00:00+00:00,uav,40.0,30.0,10.0,1
2023-10-01 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-10-01 00:00:00+00:00,uav,30.0,16.0,14.0,1
2023-10-02 00:00:00+00:00,uav,7.0,4.0,3.0,1
2023-10-03 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-10-03 00:00:00+00:00,uav,31.0,29.0,2.0,1
2023-10-05 00:00:00+00:00,uav,29.0,24.0,5.0,1
2023-10-06 00:00:00+00:00,uav,33.0,25.0,8.0,1
2023-10-10 00:00:00+00:00,uav,36.0,27.0,9.0,1
2023-10-11 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-10-12 00:00:00+00:00,uav,33.0,28.0,5.0,1
2023-10-15 00:00:00+00:00,uav,1.0,1.0,0.0,1
2023-10-16 00:00:00+00:00,missile,6.0,2.0,4.0,2
2023-10-16 00:00:00+00:00,uav,12.0,11.0,1.0,1
2023-10-17 00:00:00+00:00,missile,3.0,1.0,2.0,2
2023-10-17 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-10-18 00:00:00+00:00,missile,9.0,2.0,7.0,5
2023-10-18 00:00:00+00:00,uav,9.0,3.0,6.0,1
2023-10-21 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-10-22 00:00:00+00:00,missile,9.0,1.0,8.0,2
2023-10-22 00:00:00+00:00,uav,5.0,3.0,2.0,2
2023-10-23 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-10-23 00:00:00+00:00,uav,14.0,14.0,0.0,2
2023-10-24 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-10-24 00:00:00+00:00,uav,6.0,6.0,0.0,1
2023-10-25 00:00:00+00:00,uav,11.0,11.0,0.0,1
2023-10-27 00:00:00+00:00,missile,6.0,5.0,1.0,3
2023-10-27 00:00:00+00:00,uav,6.0,5.0,1.0,1
2023-10-28 00:00:00+00:00,missile,4.0,3.0,1.0,1
2023-10-29 00:00:00+00:00,missile,7.0,6.0,1.0,4
2023-10-29 00:00:00+00:00,uav,17.0,17.0,0.0,2
2023-10-30 00:00:00+00:00,missile,2.0,2.0,0.0,1
2023-10-31 00:00:00+00:00,missile,4.0,4.0,0.0,2
2023-10-31 00:00:00+00:00,uav,1.0,1.0,0.0,1
2023-11-01 00:00:00+00:00,missile,4.0,4.0,0.0,3
2023-11-01 00:00:00+00:00,uav,20.0,18.0,2.0,1
2023-11-02 00:00:00+00:00,missile,2.0,2.0,0.0,2
2023-11-03 00:00:00+00:00,missile,2.0,2.0,0.0,2
2023-11-03 00:00:00+00:00,uav,40.0,24.0,16.0,1
2023-11-04 00:00:00+00:00,missile,3.0,3.0,0.0,1
2023-11-04 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-11-05 00:00:00+00:00,missile,5.0,2.0,3.0,5
2023-11-05 00:00:00+00:00,uav,22.0,15.0,7.0,1
2023-11-06 00:00:00+00:00,missile,1.0,0.0,1.0,1
2023-11-06 00:00:00+00:00,uav,1.0,1.0,0.0,1
2023-11-09 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-11-10 00:00:00+00:00,missile,6.0,2.0,4.0,6
2023-11-10 00:00:00+00:00,uav,37.0,24.0,13.0,2
2023-11-11 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-11-12 00:00:00+00:00,missile,3.0,1.0,2.0,2
2023-11-13 00:00:00+00:00,missile,5.0,5.0,0.0,2
2023-11-14 00:00:00+00:00,missile,2.0,0.0,2.0,2
2023-11-14 00:00:00+00:00,uav,9.0,7.0,2.0,1
2023-11-15 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-11-16 00:00:00+00:00,uav,18.0,16.0,2.0,1
2023-11-17 00:00:00+00:00,uav,48.0,38.0,10.0,2
2023-11-19 00:00:00+00:00,uav,20.0,15.0,5.0,1
2023-11-21 00:00:00+00:00,missile,7.0,2.0,5.0,4
2023-11-21 00:00:00+00:00,uav,24.0,23.0,1.0,2
2023-11-22 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-11-24 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-11-24 00:00:00+00:00,uav,3.0,3.0,0.0,1
2023-11-25 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-11-25 00:00:00+00:00,uav,75.0,74.0,1.0,1
2023-11-26 00:00:00+00:00,uav,9.0,8.0,1.0,1
2023-11-28 00:00:00+00:00,missile,3.0,2.0,1.0,3
2023-11-28 00:00:00+00:00,uav,2.0,2.0,0.0,2
2023-11-29 00:00:00+00:00,missile,3.0,2.0,1.0,1
2023-11-29 00:00:00+00:00,uav,21.0,21.0,0.0,1
2023-11-30 00:00:00+00:00,missile,8.0,0.0,8.0,1
2023-11-30 00:00:00+00:00,uav,20.0,14.0,6.0,1
2023-12-01 00:00:00+00:00,missile,3.0,2.0,1.0,2
2023-12-01 00:00:00+00:00,uav,25.0,18.0,7.0,1
2023-12-02 00:00:00+00:00,missile,1.0,0.0,1.0,1
2023-12-02 00:00:00+00:00,uav,11.0,10.0,1.0,1
2023-12-03 00:00:00+00:00,missile,2.0,1.0,1.0,2
2023-12-03 00:00:00+00:00,uav,12.0,10.0,2.0,1
2023-12-04 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-12-04 00:00:00+00:00,uav,23.0,18.0,5.0,1
2023-12-05 00:00:00+00:00,missile,12.0,6.0,6.0,5
2023-12-05 00:00:00+00:00,uav,18.0,11.0,7.0,2
2023-12-06 00:00:00+00:00,missile,2.0,2.0,0.0,2
2023-12-06 00:00:00+00:00,uav,48.0,41.0,7.0,1
2023-12-07 00:00:00+00:00,uav,18.0,15.0,3.0,1
2023-12-08 00:00:00+00:00,missile,25.0,14.0,11.0,2
2023-12-08 00:00:00+00:00,uav,7.0,7.0,0.0,1
2023-12-11 00:00:00+00:00,missile,10.0,10.0,0.0,3
2023-12-11 00:00:00+00:00,uav,18.0,18.0,0.0,1
2023-12-12 00:00:00+00:00,uav,15.0,9.0,6.0,1
2023-12-13 00:00:00+00:00,missile,10.0,10.0,0.0,1
2023-12-13 00:00:00+00:00,uav,52.0,51.0,1.0,2
2023-12-14 00:00:00+00:00,missile,1.0,0.0,1.0,1
2023-12-15 00:00:00+00:00,uav,14.0,14.0,0.0,1
2023-12-16 00:00:00+00:00,uav,31.0,30.0,1.0,1
2023-12-17 00:00:00+00:00,missile,2.0,1.0,1.0,2
2023-12-17 00:00:00+00:00,uav,22.0,22.0,0.0,2
2023-12-18 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-12-18 00:00:00+00:00,uav,5.0,5.0,0.0,1
2023-12-19 00:00:00+00:00,uav,2.0,2.0,0.0,1
2023-12-20 00:00:00+00:00,missile,3.0,1.0,2.0,2
2023-12-20 00:00:00+00:00,uav,54.0,52.0,2.0,2
2023-12-22 00:00:00+00:00,uav,37.0,33.0,4.0,2
2023-12-23 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-12-24 00:00:00+00:00,missile,3.0,3.0,0.0,3
2023-12-24 00:00:00+00:00,uav,15.0,14.0,1.0,1
2023-12-25 00:00:00+00:00,missile,1.0,1.0,0.0,1
2023-12-25 00:00:00+00:00,uav,31.0,28.0,3.0,1
2023-12-26 00:00:00+00:00,missile,4.0,4.0,0.0,3
2023-12-26 00:00:00+00:00,uav,65.0,45.0,20.0,2
2023-12-28 00:00:00+00:00,missile,3.0,3.0,0.0,2
2023-12-28 00:00:00+00:00,uav,44.0,34.0,10.0,2
2023-12-29 00:00:00+00:00,missile,122.0,87.0,35.0,6
2023-12-30 00:00:00+00:00,missile,7.0,1.0,6.0,2
2023-12-30 00:00:00+00:00,uav,10.0,5.0,5.0,1
2023-12-31 00:00:00+00:00,uav,49.0,21.0,28.0,1
2024-01-01 00:00:00+00:00,missile,12.0,4.0,8.0,6
2024-01-01 00:00:00+00:00,uav,135.0,131.0,4.0,3
2024-01-02 00:00:00+00:00,missile,105.0,78.0,27.0,7
2024-01-04 00:00:00+00:00,missile,6.0,3.0,3.0,3
2024-01-04 00:00:00+00:00,uav,2.0,2.0,0.0,1
2024-01-05 00:00:00+00:00,missile,3.0,3.0,0.0,2
2024-01-05 00:00:00+00:00,uav,29.0,21.0,8.0,1
2024-01-06 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-01-06 00:00:00+00:00,uav,1.0,1.0,0.0,1
2024-01-07 00:00:00+00:00,missile,4.0,1.0,3.0,2
2024-01-07 00:00:00+00:00,uav,28.0,21.0,7.0,1
2024-01-08 00:00:00+00:00,missile,51.0,18.0,33.0,6
2024-01-08 00:00:00+00:00,uav,8.0,8.0,0.0,1
2024-01-09 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-01-10 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-01-13 00:00:00+00:00,missile,39.0,9.0,30.0,7
2024-01-13 00:00:00+00:00,uav,3.0,0.0,3.0,1
2024-01-14 00:00:00+00:00,missile,1.0,1.0,0.0,1
2024-01-15 00:00:00+00:00,missile,4.0,4.0,0.0,3
2024-01-16 00:00:00+00:00,missile,2.0,2.0,0.0,2
2024-01-17 00:00:00+00:00,missile,4.0,2.0,2.0,3
2024-01-17 00:00:00+00:00,uav,20.0,20.0,0.0,2
2024-01-18 00:00:00+00:00,missile,2.0,0.0,2.0,1
2024-01-18 00:00:00+00:00,uav,33.0,22.0,11.0,1
